NET_INCOME,OP_PROFIT,OP_REVENUE_SCH_PAX,OP_REVENUE_SCH_OTH,OP_REVENUE_NON_SCH,OP_REVENUE_PUB_SVC,OP_REVENUE_OTHER,OP_REVENUE,OP_EXPENSE_FLYING,OP_EXPENSE_MAINT,OP_EXPENSE_ADMIN,DEPR_PR_EQ_OWNED,DEPR_PR_EQ_LEASED,TRANS_EXPENSE,OP_EXPENSE,NON_OP_INT_EXP,NON_OP_EXP_OTH,TAX,EXTRA_ITEMS,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
-3059.32,-3015.60,9787.46,,,,133.90,9921.36,3665.86,4771.54,634.32,191.61,,3673.62,12936.96,-95.09,51.37,,,20168,W9,Eastwind Airlines Inc.,W9,Eastwind Airlines Inc.,06290,D,4,1,1997,4
-3057.46,-3057.46,0.00,0.00,3378.17,0.00,26.44,3404.61,6156.09,996.78,-703.87,13.08,0.00,0.00,6462.07,0.00,0.00,0.00,0.00,21875,37Q,"Eastern Air Express, LLC (EAX)",37Q,"Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC",01225,S,4,1,2018,4
-3053.00,12385.00,213308.00,25305.00,3016.00,,5029.00,246658.00,60355.00,42250.00,125533.00,668.00,3131.00,2336.00,234273.00,-16554.00,1263.00,147.00,,20017,CS,Continental Micronesia,CS,Continental Micronesia,16192,P,2,2,1993,4
-3049.76,-3637.00,2129.90,3.82,0.00,0.00,0.00,2133.72,1790.32,454.29,2086.47,0.00,800.23,639.42,5770.72,3.01,584.24,0.00,0.00,21631,20Q,Orange Air,20Q,Orange Air,01184,D,4,1,2015,4
-3042.00,-904.00,20407.00,166.00,1380.00,,,21953.00,6586.00,3820.00,,1016.00,,,22857.00,-2155.00,17.00,,,20204,MG,Champion Air,MG,MGM Grand Air Inc.,06729,D,1,1,1990,2
-3028.00,-3099.00,742.00,31.00,,,,773.00,1400.00,334.00,2087.00,38.00,13.00,,3872.00,71.00,,,,20192,NJ,Vanguard Airlines Inc.,NJ,Vanguard Airlines Inc.,06914,D,1,1,1994,4
-2948.83,-2389.27,10394.25,1.59,,,,10395.84,7448.97,1875.04,2105.69,1355.42,,,12785.11,-559.77,0.22,,,20399,PLQ,Planet Airways,PLQ,Planet Airways,06776,D,4,1,2003,4
-2866.30,-2155.20,4571.83,218.68,4189.29,,87.00,9066.79,1820.40,4141.70,3409.92,484.29,1365.69,,11221.99,-481.34,-229.77,,,20097,OI,Prestige Airways,OI,Prestige Airways,06753,D,1,1,1996,4
-2851.79,-1697.96,5815.61,,1616.09,,152.74,7584.43,3851.23,1707.63,3723.52,,,,9282.39,,-1153.83,,,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,Casino Express,06144,D,4,1,1994,4
-2812.92,-1784.75,6832.12,,7173.97,,55.17,14061.26,5264.58,3342.90,4458.63,2779.90,,,15846.01,-1028.17,,,,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,Casino Express,06144,D,4,1,1999,4
-2809.10,630.32,,8036.41,,0.00,340.03,8376.43,4092.71,3229.62,418.97,4.80,0.00,0.00,7746.11,-30.75,-3408.67,0.00,0.00,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,01207,S,4,1,2020,4
-2776.30,-3014.22,,,7762.10,,,7762.10,3093.86,1909.22,5284.85,,,488.40,10776.32,-91.63,329.56,,,20099,6F (1),Laker Airways Inc.,6F,Laker Airways Inc.,06696,S,1,1,1996,2
-2755.04,-2755.04,0.00,0.00,9355.33,0.00,-8.61,9346.72,10008.13,848.37,1223.46,21.80,0.00,0.00,12101.76,0.00,0.00,0.00,0.00,21875,37Q,"Eastern Air Express, LLC (EAX)",37Q,"Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC",01225,S,4,1,2021,2
-2731.00,-2757.94,,,2683.76,,,2683.76,3286.36,1151.85,942.30,61.19,,,5441.70,27.62,-0.69,,,20093,CTQ,Custom Air Transport,CTQ,Custom Air Transport,06175,D,4,1,2000,4
-2710.67,-2707.44,2750.79,,,,70.23,2821.02,1429.45,917.36,631.81,26.46,357.48,2165.90,5528.46,-70.02,66.80,,,20168,W9,Eastwind Airlines Inc.,W9,Eastwind Airlines Inc.,06290,D,4,1,1995,4
-2698.06,-1993.92,7153.43,,6652.74,,81.08,13887.25,6407.45,3215.55,4051.12,2207.05,,,15881.17,-704.14,,,,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,Casino Express,06144,D,4,1,2000,2
-2691.59,-2631.28,7011.83,,,,332.40,7344.22,3560.10,2820.89,345.28,31.81,,3217.42,9975.50,-87.97,27.66,,,20168,W9,Eastwind Airlines Inc.,W9,Eastwind Airlines Inc.,06290,D,4,1,1996,4
-2644.97,-2473.97,,,33008.43,,,33008.43,17758.45,10608.04,7052.70,63.21,,,35482.40,-0.48,-83.13,87.39,,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,06086,S,2,2,1994,2
-2628.16,-2457.91,,,26528.72,,,26528.72,15171.37,7292.97,6331.93,190.36,,,28986.64,-1.23,-157.54,11.49,,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,06086,S,2,2,1993,4
-2567.88,-1604.27,,5780.56,3425.43,,654.83,9860.82,3242.73,3398.09,3348.90,1431.83,,43.54,11465.09,-962.67,-0.50,0.44,,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,06699,D,4,1,1998,2
-2544.74,-2634.41,,252.34,13955.01,,,14207.35,9447.27,2716.65,4677.86,0.00,,0.00,16841.76,-12.67,102.34,,,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",K8,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",06077,S,4,1,2014,4
-2484.80,-2807.91,,,20571.98,,102.77,20674.75,17253.29,3631.87,2464.28,44.48,,88.75,23482.66,-21.72,344.83,,,20203,FCQ,Falcon Air Express,FCQ,Falcon Air Express,06399,S,4,1,2000,2
-2461.70,-2459.69,0.00,0.00,175.00,0.00,0.00,175.00,686.35,1094.49,453.27,22.58,378.00,0.00,2634.69,0.00,-2.01,0.00,0.00,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Dynamic Airways, LLC",01164,S,4,1,2013,2
-2459.22,-2459.22,0.00,0.00,11493.05,0.00,96.04,11589.09,10878.75,731.78,2377.46,60.32,0.00,0.00,14048.31,0.00,0.00,0.00,0.00,21875,37Q,"Eastern Air Express, LLC (EAX)",37Q,"Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC",01225,S,4,1,2021,4
-2441.24,-1953.62,1559.09,,5752.09,,133.62,7444.80,4597.96,835.76,2528.97,205.74,1230.00,,9398.43,-458.47,-29.15,,,20299,JX (2),Southeast Airlines,JX,Southeast Airlines,06850,D,4,1,2000,4
-2427.40,-2040.36,,,9330.18,,92.05,9422.23,6562.68,2145.37,1509.08,1245.47,,,11462.60,-439.91,52.88,,,20399,PLQ,Planet Airways,PLQ,Planet Airways,06777,S,4,1,2002,2
-2427.05,-2036.23,5793.43,,120.18,,,5913.61,4447.33,551.02,2901.51,,49.98,,7949.84,-0.23,-390.60,,,20220,A7 (1),Air 21,A7,Air 21,06036,D,1,1,1996,2
-2420.99,-2396.25,,,21601.98,,1878.20,23480.17,10618.99,8288.50,5768.42,138.00,,1062.51,25876.43,-24.73,,,,20195,WI,Sky Lease Cargo,WI,Tradewinds Airlines,06884,D,4,1,1998,4
-2374.04,-5155.06,,,6305.19,,,6305.19,5858.82,3984.39,1545.26,71.78,,,11460.25,-6.63,3545.71,,-758.06,20308,WE,Centurion Cargo Inc.,WE,Centurion Cargo Inc.,16180,L,4,1,2003,4
-2359.76,-2353.99,5435.85,,,,243.34,5679.19,2634.72,1859.35,448.45,29.74,,3060.92,8033.18,-60.37,54.60,,,20168,W9,Eastwind Airlines Inc.,W9,Eastwind Airlines Inc.,06290,D,4,1,1996,2
-2318.79,-2314.01,,,15606.24,,,15606.24,10046.77,2674.75,4932.48,35.00,231.25,,17920.26,-5.48,0.70,,,20405,N8,National Air Cargo Group Inc d/ba National Airlines,MRQ,"National Air Cargo Group, Inc. d/b/a Murray Air",07029,D,4,1,2009,4
-2303.86,-1860.71,,,242.53,,83.84,326.37,123.69,21.83,2033.56,8.00,,,2187.08,-370.13,-73.03,,,20379,ZKQ,Zantop International,ZKQ,Zantop International,09790,D,4,1,2005,2
-2294.73,-2830.30,,39.67,4650.75,,6235.90,10926.32,809.47,1788.34,2039.21,1113.25,,8006.35,13756.61,535.56,,,,20387,PN,Pan American Airways Corp.,PA,Pan American World Airways,06752,D,4,1,1999,2
-2264.43,-1218.26,1985.66,,,,,1985.66,1805.56,365.33,653.39,379.64,,,3203.92,-1004.74,-41.44,,,20019,5J (1),Private Jet Expeditions,PJQ,Private Jet Expeditions,06761,S,2,2,1990,4
-2261.05,-2261.05,,,3358.77,,,3358.77,2655.35,1596.25,157.53,899.68,311.00,,5619.81,,,,,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06815,S,4,1,2013,4
-2259.90,-2264.47,,,5232.25,,,5232.25,4404.03,1648.91,668.51,461.35,313.91,,7496.71,-61.30,65.86,,,20421,SLQ,Sky King Inc.,SLQ,Sky King Inc.,06039,D,4,1,2005,2
-2246.00,-2221.00,,,,,17434.00,17434.00,4818.00,4632.00,2794.00,393.00,7018.00,,19655.00,-52.00,27.00,,,20190,9S,Southern Air Inc.,9S,Southern Air Inc.,06840,S,1,1,2001,2
-2241.06,-2239.51,,,5089.12,,,5089.12,5493.94,670.77,1050.17,83.68,30.08,,7328.63,-66.58,65.04,,,20050,WA,Worldwide Airlines Services,WA,Worldwide Airlines Services,06945,S,1,1,1992,4
-2235.74,-1435.19,17175.86,37.11,5772.34,,347.96,23333.27,9812.56,5834.02,8531.72,561.17,28.98,,24768.46,-844.62,44.06,,,19952,KW,Carnival Air Lines Inc.,KW,Pacific Interstate Airlines,06748,D,1,1,1991,2
-2232.47,-2232.47,7261.10,,46.08,,37.58,7344.75,3366.42,3228.08,2227.68,755.03,,,9577.22,,,,,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,Casino Express,06144,D,4,1,1997,4
-2219.63,-2219.63,,24.49,1817.39,,27.92,1869.81,1353.97,848.56,1886.91,,,,4089.44,,,,,20164,ZA,Accessair Holdings,ZA,Accessair Holdings,06000,D,1,1,2000,2
-2185.63,-1910.57,0.00,0.00,22603.67,0.00,466.75,23070.42,16956.28,4800.26,2838.09,386.35,0.00,0.00,24980.98,-167.71,-107.36,0.00,0.00,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC",01130,D,4,1,2014,4
-2135.18,-2135.18,,,2939.45,,,2939.45,1530.61,1625.70,185.96,1275.89,456.47,,5074.62,,,,,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06055,D,4,1,2005,2
-2077.23,-1472.09,1054.29,,,,,1054.29,478.70,565.62,1157.20,324.86,,,2526.38,-699.93,94.79,,,20019,5J (1),Private Jet Expeditions,PJQ,Private Jet Expeditions,06761,S,2,2,1990,2
-2076.34,-1976.23,,,16007.95,,18.49,16026.44,8925.42,1828.29,6799.11,235.26,,214.59,18002.67,-220.04,119.94,,,20129,1I,Sky Trek International Airlines,1I,Sky Trek International Airlines,06799,S,1,1,1998,4
-2071.26,-2086.30,1510.99,,4779.93,,7.24,6298.16,3153.04,1935.57,2063.44,,1232.41,,8384.46,,15.04,,,20368,G4,Allegiant Air,G4,Allegiant Air,06035,D,4,1,2000,2
-2057.00,-2057.00,16903.00,,,,,16903.00,16305.00,2243.00,390.00,22.00,,,18960.00,,,,,20299,JX (2),Southeast Airlines,JX,Sun Jet International Inc.,06850,D,4,1,1994,4
-2050.26,-808.81,3800.44,,8645.90,,691.81,13138.15,4210.39,2648.87,5311.79,,1775.92,,13946.97,-176.70,,,-1064.74,20368,G4,Allegiant Air,G4,Allegiant Air,06035,D,4,1,2002,4
-2020.41,-582.41,247.16,,1537.03,,215.37,1999.56,1150.44,584.51,478.61,365.45,,2.96,2581.97,-157.46,-0.05,,-1280.49,20106,SM,Sunworld International Airlines,X5,Sunworld International Airlines,06852,S,4,1,1996,4
-2015.96,-2015.96,,,3258.38,,,3258.38,2055.67,1350.69,174.17,1159.64,534.15,,5274.34,,,,,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06055,D,4,1,2006,2
-1989.64,-1881.75,0.00,0.00,43534.93,0.00,0.00,43534.93,17245.98,17767.89,10133.27,197.82,0.00,71.73,45416.69,-33.73,-74.15,0.00,0.00,20195,WI,Sky Lease Cargo,WI,Tradewinds Airlines,16884,I,4,1,2011,4
-1962.00,-1780.00,,,21980.00,,481.00,22461.00,10089.00,4329.00,9476.00,6.00,274.00,67.00,24241.00,-168.00,-14.00,,,20425,VIQ (1),Viscount Air Service Inc.,VIQ,Viscount Air Service Inc.,06918 (1),S,1,1,1994,4
-1951.48,-2028.27,,51.38,10159.32,,,10210.70,6750.67,3227.21,1575.19,228.08,457.82,,12238.97,-28.42,105.21,,,20421,SLQ,Sky King Inc.,SLQ,Sky King Inc.,06039,D,4,1,2007,4
-1942.78,-3374.87,,6979.23,,0.00,247.63,7226.87,6927.11,2231.33,1418.01,25.29,0.00,0.00,10601.73,-45.05,1477.14,0.00,0.00,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,01207,S,4,1,2021,2
-1930.96,-2116.36,,,5787.10,,,5787.10,4093.56,1660.37,1761.31,221.26,166.97,,7903.47,16.32,169.09,,,20421,SLQ,Sky King Inc.,SLQ,Sky King Inc.,06039,D,4,1,2009,2
-1908.67,-1014.21,,4799.50,,0.00,0.00,4799.50,4130.37,1214.51,426.20,42.63,0.00,0.00,5813.71,-141.86,-752.59,0.00,0.00,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,01207,S,4,1,2019,4
-1897.70,-1860.13,,,1834.86,,,1834.86,1963.90,792.57,867.60,70.92,,,3694.98,-37.62,0.04,,,20093,CTQ,Custom Air Transport,CTQ,Custom Air Transport,06175,D,4,1,2001,2
-1872.93,-1847.65,5642.64,5.03,155.10,,63.22,5865.99,3172.43,1543.08,2871.02,70.41,,56.69,7713.63,-44.45,19.17,,,20412,N5 (1),Nations Air Express Inc.,N5,Nations Air Express Inc.,06733,D,1,1,1996,2
-1862.58,-1584.18,,21443.03,,0.00,0.00,21443.03,13562.62,3674.47,5093.20,696.92,0.00,0.00,23027.21,-278.41,0.00,0.00,0.00,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,01207,S,4,1,2022,4
-1850.18,-1982.18,,,5849.89,,,5849.89,4418.87,1400.87,1624.09,221.26,166.97,,7832.06,6.32,125.68,,,20421,SLQ,Sky King Inc.,SLQ,Sky King Inc.,06039,D,4,1,2009,4
-1832.21,-2013.53,7500.50,,66.71,,18.12,7585.33,3684.68,1794.34,2966.02,1153.83,,,9598.86,,181.32,,,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,Casino Express,06143,S,4,1,1993,4
-1763.05,-1914.74,,,4215.94,,,4215.94,4204.98,918.96,431.74,,575.00,,6130.67,,151.69,,,20006,CPQ,Capitol Air Express Inc.,CPQ,Capitol Air Express Inc.,06159,S,1,1,1993,4
-1748.46,-1748.46,,,3981.55,,,3981.55,2395.81,1770.03,1021.85,359.32,183.00,,5730.01,,,,,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06815,S,4,1,2024,2
-1747.89,-1549.63,,,8636.06,,,8636.06,6357.05,1527.71,490.64,959.65,850.65,,10185.69,-318.26,120.00,,,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,06069,S,4,1,2006,2
-1741.23,-1792.03,6931.90,,53.64,,21.20,7006.74,3365.93,1835.53,2444.18,1153.12,,,8798.76,,50.79,,,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,Casino Express,06143,S,4,1,1993,2
-1733.49,-1733.49,,,3840.04,,,3840.04,2903.98,1324.83,153.11,900.60,291.00,,5573.53,,,,,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06815,S,4,1,2012,2
-1720.19,-1720.19,,,2068.73,,,2068.73,1688.12,1224.31,118.60,547.90,209.99,,3788.92,,,,,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06055,D,4,1,2008,2
-1680.27,-526.44,7373.24,,369.08,,78.36,7820.67,3811.70,2114.48,2420.93,,,,8347.11,,-1153.83,,,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,Casino Express,06144,D,4,1,1994,2
-1638.94,-1542.49,,,6575.85,,16.01,6591.85,3974.06,1492.50,2667.79,,,,8134.34,-90.07,-6.38,,,20125,PNQ,Panagra Airways,PNQ,Panagra Airways,06767,S,1,1,1998,2
-1614.77,-2765.96,,,7979.74,,,7979.74,4267.74,2802.72,1318.60,2356.64,,,10745.70,-397.78,30.97,-1518.00,,20093,CTQ,Custom Air Transport,CTQ,Custom Air Transport,06175,D,4,1,2003,2
-1600.17,-1513.74,,,23322.43,,1094.68,24417.10,20165.33,1433.17,4295.24,37.11,,,25930.84,-86.43,,,,20305,PCQ,Pace Airlines,PCQ,Pace Airlines,06764,S,4,1,2002,4
-1597.65,-1617.22,5456.00,,137.74,,16.00,5609.74,2830.45,1584.25,1701.08,1111.19,,,7226.96,,19.58,,,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,Casino Express,06143,S,4,1,1992,4
-1597.56,-1436.86,3346.70,,6580.97,,418.43,10346.10,4586.13,2163.12,4525.68,138.44,5.37,364.22,11782.96,-44.91,-115.79,,,20146,SPQ,Sun Pacific International,SPQ,Sun Pacific International,06796,S,4,1,1997,4
-1573.62,-202.89,,,5882.07,,,5882.07,3344.28,205.51,2226.53,,28.38,280.27,6084.96,-53.37,-1317.36,,,20129,1I,Sky Trek International Airlines,1I,Sky Trek International Airlines,06802,D,1,1,1997,4
-1541.83,-1541.83,,,3215.68,,,3215.68,2616.76,1248.23,125.20,584.33,183.00,,4757.51,,,,,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06815,S,4,1,2019,4
-1523.11,-1313.82,,,6412.57,,168.55,6581.11,5872.93,921.30,1073.92,25.61,1.16,,7894.93,-42.41,,,-166.88,19993,AKQ,Airmark Airlines Inc.,AKQ,Airmark Airlines Inc.,06053,S,1,1,1993,2
-1514.11,-2768.02,2426.19,1.42,15.70,,,2443.31,2048.13,771.35,2391.84,,,,5211.32,14.91,,-1239.00,,20437,FL,AirTran Airways Corporation,FL,AirTran Airways Corporation,06030,D,1,1,1994,4
-1501.67,-1501.67,0.00,0.00,8164.42,0.00,0.00,8164.42,2836.62,990.70,4642.02,68.45,1128.32,0.00,9666.09,0.00,0.00,0.00,0.00,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Dynamic Airways, LLC",01164,S,4,1,2013,4
-1500.65,-2165.25,,,3314.37,,,3314.37,2537.81,1467.25,868.74,605.83,,,5479.62,12.44,0.17,-652.00,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2021,2
-1464.20,-1290.88,,,12829.91,,,12829.91,6641.05,2602.82,1742.01,3134.90,,,14120.79,-175.40,2.09,,,20093,CTQ,Custom Air Transport,CTQ,Custom Air Transport,06175,D,4,1,2003,4
-1438.27,-1378.57,0.00,0.00,11204.65,0.00,0.00,11204.65,5552.04,3802.19,2840.76,388.23,0.00,0.00,12583.22,0.00,-59.70,0.00,0.00,20421,SLQ,Sky King Inc.,SLQ,Sky King Inc.,06039,D,4,1,2010,4
-1435.23,-573.95,,,1326.74,,,1326.74,516.70,388.53,455.46,,540.00,,1900.69,-7.17,-854.12,,,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,06069,S,4,1,1999,2
-1425.32,1134.68,,6018.84,6826.65,,,12845.49,6462.38,1943.90,829.56,2474.97,,,11710.81,-2741.19,181.19,,,20218,JKQ,Express One International Inc.,JKQ,Express One International Inc.,06682,D,1,1,1990,2
-1416.13,-1319.08,944.07,,1674.51,,528.03,3146.61,1452.36,842.10,1560.53,2.25,606.25,2.21,4465.69,-99.09,2.04,,,20106,SM,Sunworld International Airlines,SM,Sunworld International Airlines,06852,S,4,1,1997,2
-1415.08,-1004.08,,332.56,10003.23,,,10335.80,6648.58,1660.25,2975.52,55.52,,0.00,11339.88,-44.06,-366.94,,,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",K8,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",06077,S,4,1,2012,4
-1408.69,-1396.59,1304.96,,1688.43,,0.70,2994.10,1518.67,931.14,1060.55,,880.33,,4390.69,,-11.30,0.80,,20368,G4,Allegiant Air,G4,Allegiant Air,06035,D,4,1,2001,2
-1398.37,-1390.44,,,7837.36,,,7837.36,5899.04,1599.65,748.04,298.87,682.20,,9227.80,-162.86,154.94,,,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,06069,S,4,1,2004,2
-1350.44,-1350.44,0.00,0.00,6261.66,0.00,38.01,6299.67,5262.07,454.35,1916.78,16.91,0.00,0.00,7650.11,0.00,0.00,0.00,0.00,21875,37Q,"Eastern Air Express, LLC (EAX)",37Q,"Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC",01225,S,4,1,2019,4
-1348.02,-1171.66,,,8103.87,,,8103.87,6087.79,1409.83,608.44,547.27,622.20,,9275.52,-297.24,120.88,,,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,06069,S,4,1,2005,2
-1346.15,-474.06,,,12388.02,,,12388.02,3881.09,5164.63,2954.45,861.91,,,12862.08,-835.66,-36.43,,,20284,TCQ,Express.Net Airlines,TCQ,Trans Continental Airlines,06895,S,4,1,1998,4
-1341.81,-1078.91,,,0.00,,,0.00,33.58,323.94,633.84,86.18,1.38,,1078.91,-262.89,,,,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Dynamic Airways, LLC",01164,S,4,1,2012,4
-1337.31,-1319.28,,266.13,34.76,139.18,,440.08,223.58,14.36,1461.51,58.28,,1.64,1759.35,3.35,-21.38,,,19685,TPQ,Aerial Transit Company,TPQ,Aerial Transit Company,06001,S,1,1,1993,4
-1328.89,-1270.93,,,2897.96,,,2897.96,3347.91,437.01,334.99,48.98,,,4168.89,-57.96,,,,20020,V9,Eagle Airlines,V9,Eagle Airlines,06279,S,1,1,1993,4
-1325.10,-1356.23,,,8051.51,,0.00,8051.51,3506.95,2305.48,934.19,285.79,2375.32,,9407.73,31.12,0.00,,,21518,1EQ,"KaiserAir, Inc.",1EQ,"KaiserAir, Inc.",01162,D,4,1,2016,4
-1318.85,-1253.00,,,9761.33,,,9761.33,7718.34,1830.71,1413.50,51.78,,,11014.33,-98.25,32.40,,,20093,CTQ,Custom Air Transport,CTQ,Custom Air Transport,06175,D,4,1,2002,4
-1312.81,-1314.89,,,2082.45,,,2082.45,972.84,1067.05,641.91,165.53,550.00,,3397.33,2.08,,,,19981,PAQ,Patriot Airlines Inc.,PAQ,Patriot Airlines Inc.,06754,S,1,1,1994,4
